RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B8-089280,2018/09/23 00:00:00+00,1340,S 11 at A,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,6624
B8-090365,2018/09/26 00:00:00+00,1735,"S 10,N to O",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6625
B8-089935,2018/09/25 00:00:00+00,1350,S 79 at BROOKFIELD,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6626
B8-089319,2018/09/23 00:00:00+00,1340,"D,S 10 to S 9",INJURY H&R,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,6627
B8-090396,2018/09/26 00:00:00+00,9999,VINE at N ANTELOPE VALL,INJURY,,3,2,NO,NO,NO,NO,NO,NO,NO,6628
B8-091529,2018/09/29 00:00:00+00,1940,"N 11,JOEHANK RD to MORTON",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6629
B8-088300,2018/09/20 00:00:00+00,1523,"CORNHUSKER,N 70 to RUSSELL",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,6630
B8-089944,2018/09/25 00:00:00+00,1427,S 20 at G,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,YES,6631
B8-089323,2018/09/23 00:00:00+00,1559,"N 23,W to Y",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6632
B8-090397,2018/09/26 00:00:00+00,1832,N 27 at CORNHUSKER,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,YES,NO,6633
B8-091536,2018/09/29 00:00:00+00,2026,46 at O,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6634
B8-088304,2018/09/20 00:00:00+00,1630,S 11 at LINCOLN MALL,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6635
B8-089945,2018/09/25 00:00:00+00,1435,"S 13,B to C",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,YES,6636
B8-089332,2018/09/23 00:00:00+00,9999,"N 11,BENTON to N PARK BLVD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6637
B8-090409,2018/09/26 00:00:00+00,1856,THERESA at STATE FAIR PARK,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,6638
B8-091539,2018/09/29 00:00:00+00,9999,6615 HAVELOCK AV at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6639
B8-088329,2018/09/20 00:00:00+00,1747,"N 27,CLINTON to HOLDREGE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6640
B8-089957,2018/09/25 00:00:00+00,1511,"BERKELEY,BARTHOLOMEW to OLD FARM",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,6641
B8-089337,2018/09/23 00:00:00+00,1651,S 13 at LAKE,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,6642
B8-090411,2018/09/26 00:00:00+00,1910,33 at O,INJURY,TURNING,3,2,NO,NO,NO,NO,NO,YES,NO,6643
B8-091545,2018/09/29 00:00:00+00,9999,530 P at PARKING GARAGE,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6644
B8-088341,2018/09/20 00:00:00+00,1814,N 16 & N 17 at O & P,INJURY,RIGHT ANGLE,2,1,NO,YES,NO,NO,NO,NO,NO,6645
B8-089970,2018/09/25 00:00:00+00,1540,"OLD CHENEY,S 56 to S 58",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,6646
B8-089348,2018/09/23 00:00:00+00,1735,S 84 at AUGUSTA DR,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6647
B8-090464,2018/09/26 00:00:00+00,1745,"N 44,Q to R",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6648
B8-091558,2018/09/29 00:00:00+00,2128,"KNOX,N 53 to N 54",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6649
B8-088358,2018/09/20 00:00:00+00,1946,"O,10 to 9",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6650
B8-089979,2018/09/25 00:00:00+00,1545,"S 70,L to O",NON-INJ,DRIVEWAY,1,0,NO,YES,NO,NO,NO,NO,NO,6651
B8-089350,2018/09/23 00:00:00+00,9999,N 44 at COLFAX,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6652
B8-090486,2018/09/27 00:00:00+00,34,"CLEVELAND,N 48 to N 49",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,6653
B8-091568,2018/09/29 00:00:00+00,2156,S 56 at OLD CHENEY,NON-INJ,TURNING,3,0,NO,NO,NO,NO,NO,YES,NO,6654
B8-088365,2018/09/20 00:00:00+00,2000,"S 9,E to F",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,6655
B8-088368,2018/09/20 00:00:00+00,2015,N 62 at BALLARD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6656
B8-088373,2018/09/19 00:00:00+00,2025,FLETCHER at MARMOT POINT DR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6657
B8-088385,2018/09/20 00:00:00+00,2130,"S 27,NEBR HWY to WOODS BLVD",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6658
B8-088392,2018/09/20 00:00:00+00,2215,N 11 at CORNHUSKER,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6659
B8-088443,2018/09/21 00:00:00+00,652,"VAN DORN,NORMAL to KATY",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6660
B8-088458,2018/09/21 00:00:00+00,820,"A,S 46 to S 48",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,6661
B8-088463,2018/09/21 00:00:00+00,830,NW 4 at W DAWES,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6662
B8-088466,2018/09/20 00:00:00+00,9999,1410 F at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6663
B8-088487,2018/09/20 00:00:00+00,9999,2304 ROKEBY RD at -,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6664
B8-088489,2018/09/21 00:00:00+00,1010,S 27 at JAMESON NORTH,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6665
B8-088515,2018/09/21 00:00:00+00,1137,"Y,N 19 to N 21",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6666
B8-088548,2018/09/21 00:00:00+00,1245,"RANDOLPH BYPASS,S 21 to S 23",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6667
B8-088560,2018/09/21 00:00:00+00,1300,"NORMAL,A to S 33",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6668
B8-088561,2018/09/21 00:00:00+00,1315,REGENCY at A,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6669
B8-088573,2018/09/21 00:00:00+00,1336,S 24 at SOUTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,YES,6670
B8-088574,2018/09/21 00:00:00+00,1415,N 48 at TARGET DR,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,6671
B8-088582,2018/09/21 00:00:00+00,1448,"S 14,NEBR HWY to PIONEERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6672
B8-088586,2018/09/21 00:00:00+00,1455,"S 31,BRIARWOOD to OLD CHENEY",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,6673
B8-088588,2018/09/07 00:00:00+00,1445,"O,63 to 66",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,6674
B8-088589,2018/09/21 00:00:00+00,9999,S 9 at N,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6675
B8-088592,2018/09/21 00:00:00+00,1503,S 37 at L,NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,6676
B8-088595,2018/09/21 00:00:00+00,1510,S 37 at SHERIDAN,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,6677
B8-088610,2018/09/21 00:00:00+00,1545,N 48 at R,NON-INJ,,0,0,NO,NO,NO,NO,NO,YES,NO,6678
B8-088611,2018/09/21 00:00:00+00,1530,TICONDEROGA at N 27,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6679
B8-088629,2018/09/20 00:00:00+00,1600,"N 56,T to VINE",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6680
B8-088631,2018/09/21 00:00:00+00,9999,1100 T ST at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6681
B8-088652,2018/09/21 00:00:00+00,9999,"BELMONT,N 11 to N 12",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6682
B8-088664,2018/09/21 00:00:00+00,1825,OLD CHENEY at HICKORY CREST,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6683
B8-088705,2018/09/21 00:00:00+00,2056,"P,N ANTELOPE VALL to N 20",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6684
B8-088736,2018/09/21 00:00:00+00,2254,9 at O,INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,6685
B8-088772,2018/09/22 00:00:00+00,55,14 at O,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6686
B8-088833,2018/09/22 00:00:00+00,745,"S 63, to",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6687
B8-091593,2018/09/29 00:00:00+00,2250,"A,S 46 to S 48",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6688
B8-091608,2018/09/29 00:00:00+00,1945,"I 80, to",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,6689
B8-091624,2018/09/30 00:00:00+00,34,"S 29,F to RANDOLPH",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6690
B8-091638,2018/09/30 00:00:00+00,120,N 27 at VINE,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6691
B8-091646,2018/09/30 00:00:00+00,155,"JUDSON,N 57 to N 58",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,6692
B8-091698,2018/09/30 00:00:00+00,756,N 13 at P,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6693
B8-089981,2018/09/25 00:00:00+00,1550,"A,S 17 to S 18",NON-INJ H&R,REAR END,1,0,NO,NO,NO,NO,NO,NO,NO,6694
B8-091705,2018/09/30 00:00:00+00,905,240 N 17 at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,6695
B8-089354,2018/09/23 00:00:00+00,9999,940 N 26 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6696
B8-089985,2018/09/25 00:00:00+00,1558,"CORNHUSKER,N 14 to YOLANDE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,6697
B8-091718,2018/09/30 00:00:00+00,9999,"S 2,E to F",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6698
B8-091726,2018/09/30 00:00:00+00,1154,S 56 at OLD CHENEY,INJURY,DRIVEWAY,2,2,NO,NO,NO,NO,NO,NO,NO,6699
B8-091738,2018/09/30 00:00:00+00,1249,"NEBR HWY,S 66 to S 70",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,6700
B8-091745,2018/09/29 00:00:00+00,2340,"I 180,CORNHUSKER to R",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6701
B8-091749,2018/09/30 00:00:00+00,1337,S 70 at NEBR HWY,INJURY,REAR END,4,1,NO,NO,NO,NO,NO,YES,NO,6702
B8-091750,2018/09/30 00:00:00+00,1335,"NW 20,W O to W Q",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6703
B8-091756,2018/09/30 00:00:00+00,1352,N ANTELOPE VALL at Q,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,6704
B8-091768,2018/09/27 00:00:00+00,9999,"S 31,E to F",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6705
B8-091774,2018/09/30 00:00:00+00,1515,"S 27,E to F",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,6706
B8-091786,2018/09/30 00:00:00+00,1550,"CORNHUSKER,FLETCHER to N 84",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6707
B8-091798,2018/09/30 00:00:00+00,1712,N 10 at SUN VALLEY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6708
B8-091804,2018/09/30 00:00:00+00,1702,"OLD CHENEY,S 31 to S 34",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6709
B8-091814,2018/09/30 00:00:00+00,1742,N 27 at SUPERIOR,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,6710
B8-091844,2018/09/30 00:00:00+00,1942,"W O,CAPITOL BEACH to W 14",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6711
B8-091853,2018/09/30 00:00:00+00,2100,"S 15,MULBERRY to PLUM",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,6712
B8-091869,2018/09/30 00:00:00+00,2315,"STOCKWELL,S 15 to S 16",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6713
B8-091879,2018/10/01 00:00:00+00,26,3301 HOLDREGE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6714
B8-091902,2018/10/01 00:00:00+00,600,N 8 at S,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,6715
B8-091911,2018/10/01 00:00:00+00,715,"N 84,ADAMS to MARKET DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6716
B8-091918,2018/10/01 00:00:00+00,742,"SOUTH,S 40 to S 41",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6717
B8-091924,2018/10/01 00:00:00+00,807,"NEBR HWY,S 40 to S 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6718
B8-090511,2018/09/27 00:00:00+00,650,N 84 at LEXINGTON,NON-INJ,REAR END,5,0,NO,NO,NO,NO,NO,NO,NO,6719
B8-089992,2018/09/25 00:00:00+00,9999,5921 N 23 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6720
B8-090518,2018/09/27 00:00:00+00,731,"CORNHUSKER,N 27 to STATE FAIR PARK",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6721
B8-090005,2018/09/25 00:00:00+00,1640,"SUPERIOR,LEWIS to N 10",INJURY,REAR END,2,3,NO,NO,NO,NO,NO,NO,NO,6722
B8-090521,2018/09/27 00:00:00+00,745,N 27 at FLETCHER,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,6723
B8-090013,2018/09/25 00:00:00+00,1640,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6724
B8-090020,2018/09/25 00:00:00+00,1700,"S 27,MANSE to SHERIDAN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6725
B8-090035,2018/09/25 00:00:00+00,1736,130 N 66 at PARKING LOT,INJURY,,2,2,NO,NO,NO,NO,NO,NO,NO,6726
B8-090039,2018/09/25 00:00:00+00,1747,"N ANTELOPE VALL,SALT CREEK RDWY to N 17",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,NO,NO,6727
B8-090522,2018/09/27 00:00:00+00,745,N 11 at VALE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6728
B8-090051,2018/09/25 00:00:00+00,9999,555 S 70 at ST ELIZABETH,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6729
B8-090523,2018/09/27 00:00:00+00,745,N 14 at W,INJURY,TURNING,2,1,NO,NO,YES,NO,NO,NO,NO,6730
B8-090055,2018/09/25 00:00:00+00,1830,"HUNTINGTON,N 51 to N 52",INJURY,BACKING,2,1,NO,NO,NO,NO,NO,YES,NO,6731
B8-090525,2018/09/27 00:00:00+00,754,"PIONEERS,S 56 to S 58",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6732
B8-090074,2018/09/25 00:00:00+00,1920,"OLD CHENEY,S 56 to S 58",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,YES,NO,6733
B8-090547,2018/09/27 00:00:00+00,900,N 70 at CORNHUSKER,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,6734
B8-090091,2018/09/25 00:00:00+00,1749,955 W O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6735
B8-089355,2018/09/19 00:00:00+00,9999,8620 LEXINGTON at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6736
B8-090579,2018/09/27 00:00:00+00,1136,"S 10,HILL ST to VAN DORN",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,6737
B8-090116,2018/09/25 00:00:00+00,2241,27 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6738
B8-089356,2018/09/23 00:00:00+00,9999,225 SOUTH at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6739
B8-090594,2018/09/27 00:00:00+00,1210,"CAPITOL PKWY,D to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6740
B8-090139,2018/09/26 00:00:00+00,26,N 70 at ADAMS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6741
B8-090173,2018/09/26 00:00:00+00,635,S 29 at L,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6742
B8-090179,2018/09/26 00:00:00+00,9999,1110 ADAMS at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6743
B8-090186,2018/09/26 00:00:00+00,740,N 66 at BALLARD,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6744
B8-090188,2018/09/26 00:00:00+00,743,"W A,SW 1 to SW 5",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,6745
B8-090189,2018/09/26 00:00:00+00,740,"S,N 31 to N 32",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6746
B8-090195,2018/09/26 00:00:00+00,815,"O,30 to 31",INJURY,REAR END,3,3,NO,NO,NO,NO,NO,YES,NO,6747
B8-090199,2018/09/26 00:00:00+00,828,"S 48,ANTELOPE CREEK to VAN DORN",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,6748
B8-090206,2018/09/26 00:00:00+00,725,"Y,N 32 to N 33",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6749
B8-090212,2018/09/26 00:00:00+00,928,O at RUSSWOOD PKWY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6750
B8-090213,2018/09/26 00:00:00+00,9999,", to",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6751
B8-090216,2018/09/26 00:00:00+00,949,"NEBR HWY,S 40 to S 48",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6752
B8-090217,2018/09/26 00:00:00+00,1000,3901 NORMAL at PARKING LOT,INJURY,,2,1,NO,NO,NO,NO,NO,NO,NO,6753
B8-090223,2018/09/26 00:00:00+00,1030,N 62 at AYLESWORTH,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6754
B8-090243,2018/09/26 00:00:00+00,1137,"S 61,KENWOOD to KIRKWOOD",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6755
B8-089361,2018/09/23 00:00:00+00,1825,N 56 at S,NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,6756
B8-089362,2018/09/23 00:00:00+00,9999,"S 13,ARAPAHOE to HIGH",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6757
B8-089386,2018/09/23 00:00:00+00,1937,N 68 at ORCHARD,INJURY,RIGHT ANGLE,2,4,NO,NO,NO,NO,NO,YES,NO,6758
B8-089494,2018/09/24 00:00:00+00,739,"S 56,LILLIBRIDGE to ROOSE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6759
B8-089497,2018/09/24 00:00:00+00,746,S 56 at OTOE,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6760
B8-089501,2018/09/24 00:00:00+00,800,S 27 at GARFIELD,INJURY,RIGHT ANGLE,4,2,NO,NO,NO,NO,NO,YES,NO,6761
B8-089504,2018/09/24 00:00:00+00,815,"IDYLWILD,DUDLEY to ORCHARD",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6762
B8-089517,2018/09/24 00:00:00+00,913,"N 28,S to T",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,6763
B8-089523,2018/09/24 00:00:00+00,935,"N 70,AMMON to HUNTINGTON",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,6764
B8-089525,2018/09/24 00:00:00+00,934,"N 84,FLETCHER to HAVELOCK",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,6765
B8-089561,2018/09/24 00:00:00+00,1135,"HOLDREGE,N 84 to N 86",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6766
B8-089564,2018/09/24 00:00:00+00,1140,2555 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6767
B8-089575,2018/09/22 00:00:00+00,9999,"N 25,P to Q",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6768
B8-089601,2018/09/24 00:00:00+00,1336,201 S 68 at PARKING LOT,INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,6769
B8-089606,2018/09/24 00:00:00+00,1405,"S 10,H to LINCOLN MALL",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,6770
B8-089620,2018/09/24 00:00:00+00,1455,"S 48,GLADE to NEWTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6771
B8-089626,2018/09/18 00:00:00+00,9999,555 S 70 at ST ELIZABETH,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6772
B8-089641,2018/09/24 00:00:00+00,1541,S 8 at D,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6773
B8-089657,2018/09/24 00:00:00+00,1535,"S 70,MONTEREY to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6774
B8-089664,2018/09/24 00:00:00+00,1537,"A,EASTRIDGE to S 56",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6775
B8-090608,2018/09/27 00:00:00+00,1230,"SALT CREEK RDWY,N 21 to N 27 ACCESS",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6776
B8-090616,2018/09/27 00:00:00+00,1350,NORMAL at MYRTLE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6777
B8-090617,2018/09/27 00:00:00+00,1340,TOUZALIN at COLFAX,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6778
B8-090618,2018/09/27 00:00:00+00,9999,"LARAMIE TR,LARAMIE CR to NW 4",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6779
B8-090643,2018/09/27 00:00:00+00,1510,"S 10,N to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6780
B8-090648,2018/09/27 00:00:00+00,1526,S 17 at WASHINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6781
B8-090653,2018/09/27 00:00:00+00,1532,"L,S 10 to S 11",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,6782
B8-090655,2018/09/27 00:00:00+00,1535,"S 56,MADALYN to PINE LAKE",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6783
B8-090658,2018/09/27 00:00:00+00,1539,"OLD CHENEY,VANDERVOORT DR to S 62",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6784
B8-090666,2018/09/27 00:00:00+00,1531,"N 63,DELHAY to MADISON",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6785
B8-090679,2018/09/27 00:00:00+00,9999,"LAKE,S 37 to S 38",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6786
B8-090703,2018/09/27 00:00:00+00,9999,"GOODHUE BLVD,C to D",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6787
B8-090704,2018/09/27 00:00:00+00,1739,S 47 at STOCKWELL,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6788
B8-090708,2018/09/27 00:00:00+00,1500,2340 W O at PRIVATE ROAD,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6789
B8-090718,2018/09/27 00:00:00+00,1819,N 14 at SALT CREEK RDWY,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,6790
B8-090722,2018/09/27 00:00:00+00,1824,VAN DORN at PARK BLVD,INJURY,RIGHT ANGLE,2,6,NO,NO,NO,NO,NO,NO,NO,6791
B8-090724,2018/09/27 00:00:00+00,1825,", to",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6792
B8-090758,2018/09/27 00:00:00+00,1955,"N 66,O to Q",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6793
B8-090809,2018/09/27 00:00:00+00,2220,"KNOX,N 19 to PORTIA",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6794
B8-090828,2018/09/27 00:00:00+00,2307,"O,10 to 9",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6795
B8-090893,2018/09/28 00:00:00+00,751,S 9 at B,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6796
B8-090917,2018/09/28 00:00:00+00,914,"NEBR HWY,OLD CHENEY to APPLES WAY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,6797
B8-090928,2018/09/28 00:00:00+00,940,N 47 at GREENWOOD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6798
